Subiect  Stimul  Banda  Canal  PSD  SampEn  RMS  StdDev

1  20  Alpha  FC2 5.1391 1.1179 8.4209 12.7812
1  20  Alpha  Fp1 18.1195 0.9661 21.9223 30.0278
1  20  Alpha  Fp2 16.1458 1.0302 18.3607 25.8972
1  20  Alpha  F3 1.6831 1.0621 4.84 7.1624
1  20  Alpha  F4 0.7417 1.0815 4.2665 6.401
1  20  Alpha  O1 0.3565 1.2879 1.0559 2.4619
1  20  Alpha  O2 2.8719 1.0619 6.6001 9.4098
1  20  Alpha  P7 6.3464 0.957 11.4579 16.2458
1  20  Alpha  P8 5.7484 1.0358 11.4651 16.3483
1  20  Alpha  T7 6.7378 1.1944 13.8664 20.0408
